00:03:45.073,,,,,,,,,,,,,,
00:03:44.935,,,,,,,,,,,,,,
00:03:44.798,,,,,,,,,,,,,,
00:03:44.660,,,,,,,,,,,,,,
00:03:44.523,,,,,,,,,,,,,,
00:03:44.385,,,,,,,,,,,,,,
00:03:44.247,,,,,,,,,,,,,,
00:03:44.110,,,,,,,,,,,,,,
00:03:43.972,,,,,,,,,,,,,,
00:03:43.835,,,,,,,,,,,,,,
00:03:43.697,,,,,,,,,,,,,,
00:03:43.559,,,,,,,,,,,,,,
00:03:43.422,,,,,,,,,,,,,,
00:03:43.284,,,,,,,,,,,,,,
00:03:43.146,,,,,,,,,,,,,,
00:03:43.009,,,,,,,,,,,,,,
00:03:42.871,,,,,,,,,,,,,,
00:03:42.734,,,,,,,,,,,,,,
00:03:42.596,,,,,,,,,,,,,,
00:03:42.458,,,,,,,,,,,,,,
00:03:42.321,,,,,,,,,,,,,,
00:03:42.183,,,,,,,,,,,,,,
00:03:42.046,,,,,,,,,,,,,,
00:03:41.908,,,,,,,,,,,,,,
00:03:41.770,,,,,,,,,,,,,,
00:03:41.633,,,,,,,,,,,,,,
00:03:41.495,,,,,,,,,,,,,,
00:03:41.357,,,,,,,,,,,,,,
00:03:41.220,,,,,,,,,,,,,,
00:03:41.082,,,,,,,,,,,,,,
00:03:40.945,,,,,,,,,,,,,,
00:03:40.807,,,,,,,,,,,,,,
00:03:40.669,,,,,,,,,,,,,,
00:03:40.532,,,,,,,,,,,,,,
00:03:40.394,,,,,,,,,,,,,,
00:03:40.257,,,,,,,,,,,,,,
00:03:40.119,,,,,,,,,,,,,,
00:03:39.981,,,,,,,,,,,,,,
00:03:39.844,,,,,,,,,,,,,,
00:03:39.706,,,,,,,,,,,,,,
00:03:39.568,,,,,,,,,,,,,,
00:03:39.431,,,,,,,,,,,,,,
00:03:39.293,,,,,,,,,,,,,,
00:03:39.156,,,,,,,,,,,,,,
00:03:39.018,,,,,,,w,w,w,w,,,,
00:03:38.880,,,,,,,,,,,,,,
00:03:38.743,,,,,,,,,,,,,,
00:03:38.605,,,,,,,,,,,,,,
00:03:38.468,,,,,,,,,,,,,,
00:03:38.330,,,,,,,,,,,,,,
00:03:38.192,,,,,,,,,,,,,,
00:03:38.055,,,,,,,,,,,,,,
00:03:37.917,,,,,,x2,e,e,e,,,,,
00:03:37.779,,,,,,,,,,,,,,
00:03:37.642,,,,,,,,,,,,,,
00:03:37.504,,,,,,,,,,,,,,
00:03:37.367,,,,,x2,,,,,,,,,
00:03:37.229,,,,,,,,,,,,,,
00:03:37.091,,,,,,,,,,,,,,
00:03:36.954,,,,,,,,,,,,,,
00:03:36.816,,,,x2,,,,,,,,,,
00:03:36.679,,,,,,,,,,,,,,
00:03:36.541,,,,,,,,,,,,,,
00:03:36.403,,,,,,,,,,,,,,
00:03:36.266,,,,,x2,,,,,,,,,
00:03:36.128,,,,,,,,,,,,,,
00:03:35.990,,,,,,,,,,,,,,
00:03:35.853,,,,,,,,,,,,,,
00:03:35.715,,,,,,x2,,,,,,,,
00:03:35.578,,,,,,,,,,,,,,
00:03:35.440,,,,,,,,,,,,,,
00:03:35.302,,,,,,,,,,,,,,
00:03:35.165,,,,,x2,,,,,,,,,
00:03:35.027,,,,,,,,,,,,,,
00:03:34.890,,,,,,,,,,,,,,
00:03:34.752,,,,,,,,,,,,,,
00:03:34.614,,,,x2,,,,,,,,,,
00:03:34.477,,,,,,,,,,,,,,
00:03:34.339,,,,,,,,,,,,,,
00:03:34.201,,,,,,,,,,,,,,
00:03:34.064,,,,,x2,,,,,,,,,
00:03:33.926,,,,,,,,,,,,,,
00:03:33.789,,,,,,,,,,,,,,
00:03:33.651,,,,,,,,,,,,,,
00:03:33.513,,,,,,x2,,,,,,,,
00:03:33.376,,,,,,,,,,,,,,
00:03:33.238,,,,,,,,,,,,,,
00:03:33.101,,,,,,,,,,,,,,
00:03:32.963,,,,,x2,,,,,,,,,
00:03:32.825,,,,,,,,,,,,,,
00:03:32.688,,,,,,,,,,,,,,
00:03:32.550,,,,,,,,,,,,,,
00:03:32.413,,,,x2,,,,,,,,,,
00:03:32.275,,,,,,,,,,,,,,
00:03:32.137,,,,,,,,,,,,,,
00:03:32.000,,,,,,,,,,,,,,e
00:03:31.862,,,@3,,,,,,,,,,,
00:03:31.724,,,,,,,,,,,,,,
00:03:31.587,,,,,,,,,,,,,,
00:03:31.449,,,,,,,,,,,,,,
00:03:31.312,,,,,,,,,,,,,,
00:03:31.174,,,,,,,,,,,,,,
00:03:31.036,,,,,,,,,,,,,,
00:03:30.899,,,,,,,,,,,,,,
00:03:30.761,,,,,,,,,,,,,,
00:03:30.624,,>3,^3,,,,,,,,,,,
00:03:30.486,,,,,,,,,,,,,,
00:03:30.348,,,,,,,,,,,,,,
00:03:30.211,,,,,,,,,,,,,,
00:03:30.073,,,,,,,,,,,,,,
00:03:29.935,,,,,,,,,,,,,,
00:03:29.798,,,,,,,,,,,,,,
00:03:29.660,,,,,,,,,,,,,,
00:03:29.523,,,,,,,,,,,,,,
00:03:29.385,,,,,,,,,,,,,,
00:03:29.247,,,,,,,,,,,,,,
00:03:29.110,,$^3,,,,,,,,,,,,s
00:03:28.972,,,,,,,,,,,,,,
00:03:28.835,,,,,,,,,,,,,,
00:03:28.697,,,,,,,,,,,,,,e
00:03:28.559,,,,,@3,,,,,,,,,
00:03:28.422,,,,,,,,,,,,,,
00:03:28.284,,,,,,,,,,,,,,
00:03:28.146,,,,,,,,,,,,,,
00:03:28.009,,,,,,,,,,,,,,
00:03:27.871,,,,,,,,,,,,,,
00:03:27.734,,,,,,,,,,,,,,
00:03:27.596,,,,,,,,,,,,,,
00:03:27.458,,,,,,,,,,,,,,
00:03:27.321,,,,,,,,,,,,,,
00:03:27.183,,,,>3,^3,,,,,,,,,
00:03:27.046,,,,,,,,,,,,,,
00:03:26.908,,,,,,,,,,,,,,
00:03:26.770,,,,,,,,,,,,,,
00:03:26.633,,,,,,,,,,,,,,
00:03:26.495,,,,,,,,,,,,,,
00:03:26.357,,,,,,,,,,,,,,
00:03:26.220,,,,,,,,,,,,,,
00:03:26.082,,,,,,,,,,,,,,
00:03:25.945,,,,,,,,,,,,,,
00:03:25.807,,,,$^3,,,,,,,,,,
00:03:25.669,,,,,,,,,,,,,,
00:03:25.532,,,,,,,,,,,,,,
00:03:25.394,,,,,,,,,,,,,,
