00:03:25.593,,,,,,,,,,,,,,,
00:03:25.428,,,,,,,,,,,,,,,
00:03:25.264,,,,,,,,,,,,,,,
00:03:25.099,,,,,,,,,,,,,,,
00:03:24.934,,,,,,,,,,,,,,,
00:03:24.769,,,,,,,,,,,,,,,
00:03:24.604,,,,,,,,,,,,,,,
00:03:24.439,,,,,,,,,,,,,,,
00:03:24.275,,,,,,,,,,,,,,,
00:03:24.110,,,,,,,,,,,,,,,
00:03:23.945,,,,,,,,,,,,,,,
00:03:23.780,,,,,,,,,,,,,,,
00:03:23.615,,,,,,,,,,,,,,,
00:03:23.450,,,,,,,,,,,,,,,
00:03:23.286,,,,,,,,,,,,,,,
00:03:23.121,,,,,,,,,,,,,,,
00:03:22.956,,,,,,,,,,,,,,,
00:03:22.791,,,,,,,,,,,,,,,
00:03:22.626,,,,,,,,,,,,,,,
00:03:22.461,,,,,,,,,,,,,,,
00:03:22.297,,,,,,,,,,,,,,,
00:03:22.132,,,,,,,,,,,,,,,
00:03:21.967,,,,,,,,,,,,,,,
00:03:21.802,,,,,,,,,,,,,,,
00:03:21.637,,,,,,,,,,,,,,,
00:03:21.472,,,,,,,,,,,,,,,
00:03:21.308,,,,,,,,,,,,,,,
00:03:21.143,,,,,,,,,,,,,,,
00:03:20.978,,,,,,,,,,,,,,,
00:03:20.813,,,,,,,,,,,,,,,
00:03:20.648,,,,,,,,,,,,,,,
00:03:20.483,,,,,,,,,,,,,,,
00:03:20.319,,,,,,,,,,,,,,,
00:03:20.154,,,,,,,,,,,,,,,
00:03:19.989,,,,,,,,,,,,,,,
00:03:19.824,,,,,,,,,,,,,,,
00:03:19.659,,,,,,,,,,,,,,,
00:03:19.494,,,,,,,,,,,,,,,
00:03:19.330,,,,,,,,,,,,,,,
00:03:19.165,,,,,,,,,,,,,,,
00:03:19.000,,,,,,,,,,,,,,,
00:03:18.835,,,,,,,,,,,,,,,
00:03:18.670,,,,,,,,,,,,,,,
00:03:18.505,,,,,,,,,,,,,,,
00:03:18.340,,,,,,,,,,,,,,,
00:03:18.176,,,,,,,,,,,,,,,
00:03:18.011,,,,,,,,,,,,,,,
00:03:17.846,,,,,,,,,,,,,,,
00:03:17.681,,,,,,,,,,,,,,,
00:03:17.516,,,,,,,,,,,,,,,
00:03:17.351,,,,,,,,,,,,,,,
00:03:17.187,,,,,,,,,,,,,,,
00:03:17.022,,,,,,,,,,,,,,,
00:03:16.857,,,,,,,,,,,,,,,
00:03:16.692,,,,,,,,,,,,,,,
00:03:16.527,,,,,,,,,,,,,,,
00:03:16.362,,,,,,,,,,,,,,,
00:03:16.198,,,,,,,,,,,,,,,
00:03:16.033,,,,,,,,,,,,,,,
00:03:15.868,,,,,,,,,,,,,,,
00:03:15.703,,,,,,,,,,,,,,,
00:03:15.538,,,,,,,,,,,,,,,
00:03:15.373,,,,,,,,,,,,,,,
00:03:15.209,,,,,,,w,w,w,w,,,,,
00:03:15.047,,,,,,,,,,,,,,,
00:03:14.886,,,,,,,,,,,,,,,
00:03:14.725,,,,,,,,,,,,,,,
00:03:14.563,,,,,,,,,,,,,,,
00:03:14.402,,,,,,,,,,,,,,,
00:03:14.240,,,,,,,,,,,,,,,
00:03:14.078,,,,,,,,,,,,,,,
00:03:13.916,,,,,,,,,,,,,,,
00:03:13.746,,,,,,,,,,,,,,,
00:03:13.576,,,,,,,,,,,,,,,
00:03:13.406,,,,,,,,,,,,,,,
00:03:13.236,,,,,,,,,,,,,,,
00:03:13.067,,,,,,,,,,,,,,,
00:03:12.897,,,,,,,,,,,,,,,
00:03:12.728,,,,,,,,,,,,,,,
00:03:12.558,,@1,,,,,e,e,e,,,,,,
00:03:12.394,,,,,,,,,,,,,,,
00:03:12.229,,,,,,,,,,,,,,,
00:03:12.064,,^1,<1,,,,,,,,,,,,
00:03:11.899,,,,,,,,,,,,,,,
00:03:11.734,,>1,^1,,,,,,,,,,,e,
00:03:11.570,,,,,,,,,,,,,,,
00:03:11.405,,,,,,,,,,,,,,,
00:03:11.241,,$^1,,,,,,,,,,,,,
00:03:11.077,,,,,,,,,,,,,,,
00:03:11.022,,,,,x1,,,,,,,,,,
00:03:10.913,,,,,,,,,,,,,,,
00:03:10.749,,,,,,,,,,,e,,e,,
00:03:10.585,,,,,x1,,,,,,,,,s,
00:03:10.422,,,,,,,,,,,,,,,
00:03:10.259,,,,,,,,,,,,,,,
00:03:10.095,,,,,,,,,,,,,,,
00:03:09.932,,,@1,,,,,,,,,,,,
00:03:09.770,,,,,,,,,,,,,,,
00:03:09.608,,,,,,,,,,,,,,,
00:03:09.446,,>1,^1,,,,,,,,,,,e,
00:03:09.283,,,,,,,,,,,,,,,
00:03:09.123,,,,,,,,,,,,,,,
00:03:08.963,,,,,,,,,,,s,,s,s,
00:03:08.802,,^1,<1,,,,,,,,,,,,
00:03:08.642,,,,,,,,,,,,,,,
00:03:08.481,,,,,,,,,,,,,,,
00:03:08.320,,,$^1,,,,,,,,,,,,
00:03:08.159,,,,,,,,,,,,,,,
00:03:07.998,,,,,,,,,,,,,,,
00:03:07.835,,,,,,,,,,,,,,e,
00:03:07.671,,x1,,,x1,,,,,,,,,,
00:03:07.508,,,,,,,,,,,,,,,
00:03:07.344,,,@1,@1,,,,,,,,,,,
00:03:07.177,,,,,,,,,,,,,,,
00:03:07.011,,,,,,,,,,,,,,,
00:03:06.844,,,,,,,,,,,,,,,
00:03:06.677,,>1,^1,^1,<1,,,,,,,,,,
00:03:06.507,,,,,,,,,,,,,,,
00:03:06.336,,,,,,,,,,,,,,,
00:03:06.166,,,,,,,,,,,,,,s,
00:03:05.995,,$^1,,,$^1,,,,,,,,,,
00:03:05.828,,,,,,,,,,,,,,e,
00:03:05.660,,,,@1,,,,,,,,,,,
00:03:05.493,,,,,,,,,,,,,,,
00:03:05.325,,,,,,,,,,,,,,,
00:03:05.163,,,,,,,,,,,,,,,
00:03:05.001,,,,$^1,,,,,,,,,,,
00:03:04.839,,,,,,,,,,,,,,,
00:03:04.676,,,,,x1,,,,,,,,,s,
00:03:04.516,,,,,,,,,,,,,,,
00:03:04.356,,,,,,,,,,,,,,,
00:03:04.195,,x1,,,,,,,,,,,,,
00:03:04.035,,,,,,,,,,,,,,,
00:03:03.862,,,,,,,,,,,,,,,
00:03:03.689,,,x1,,,,,,,,,,,,
00:03:03.516,,,,,,,,,,,,,,,
00:03:03.344,,x1,,,,,,,,,,,,,
00:03:03.174,,,,,,,,,,,,,,,
00:03:03.004,,,@1,,,,,,,,,,,e,
00:03:02.834,,,,,,,,,,,,,,,
00:03:02.664,,,,,,,,,,,,,,,
00:03:02.503,,,,,,,,,,,,,,,
00:03:02.343,,,,,,,,,,,,,,,
00:03:02.182,,,$^1,,,,,,,,,,,,
00:03:02.022,,,,,,,,,,,,,,,
