00:03:49.939,,,,,,,,,,,,,,
00:03:49.715,,,,,,,,,,,,,,
00:03:49.491,,,,,,,,,,,,,,
00:03:49.378,,,,,,,,,,,,,,
00:03:49.266,,,,,,,,,,,,,,
00:03:49.042,,,,,,,,,,,,,,
00:03:48.817,,,,,,,,,,,,,,
00:03:48.705,,,,,,,,,,,,,,
00:03:48.593,,,,,,,,,,,,,,
00:03:48.369,,,,,,,,,,,,,,
00:03:48.144,,,,,,,,,,,,,,
00:03:48.032,,,,,,,,,,,,,,
00:03:47.920,,,,,,,,,,,,,,
00:03:47.696,,,,,,,,,,,,,,
00:03:47.471,,,,,,,,,,,,,,
00:03:47.359,,,,,,,,,,,,,,
00:03:47.247,,,,,,,,,,,,,,
00:03:47.023,,,,,,,,,,,,,,
00:03:46.798,,,,,,,,,,,,,,
00:03:46.686,,,,,,,,,,,,,,
00:03:46.574,,,,,,,,,,,,,,
00:03:46.350,,,,,,,,,,,,,,
00:03:46.125,,,,,,,,,,,,,,
00:03:46.013,,,,,,,,,,,,,,
00:03:45.901,,,,,,,,,,,,,,
00:03:45.676,,,,,,,,,,,,,,
00:03:45.452,,,,,,,,,,,,,,
00:03:45.340,,,,,,,,,,,,,,
00:03:45.228,,,,,,,,,,,,,,
00:03:45.003,,,,,,,,,,,,,,
00:03:44.779,,,,,,,,,,,,,,
00:03:44.667,,,,,,,,,,,,,,
00:03:44.555,,,,,,,,,,,,,,
00:03:44.330,,,,,,,,,,,,,,
00:03:44.106,,,,,,,,,,,,,,
00:03:43.994,,,,,,,,,,,,,,
00:03:43.882,,,,,,,,,,,,,,
00:03:43.657,,,,,,,,,,,,,,
00:03:43.433,,,,,,,,,,,,,,
00:03:43.321,,,,,,,,,,,,,,
00:03:43.209,,,,,,,,,,,,,,
00:03:42.984,,,,,,,,,,,,,,
00:03:42.760,,,,,,,,,,,,,,
00:03:42.648,,,,,,,,,,,,,,
00:03:42.535,,,,,,,,,,,,,,
00:03:42.311,,,,,,,w,w,w,w,,,,
00:03:42.087,,,,,,,,,,,,,,
00:03:41.975,,,,,,,,,,,,,,
00:03:41.862,,,,,,,,,,,,,,
00:03:41.638,,,,,,,,,,,,,,
00:03:41.414,,,,,,,,,,,,,,
00:03:41.301,,,,,,,,,,,,,,
00:03:41.189,,,,,,,,,,,,,,
00:03:40.965,,,,,,,e,,e,,,,,
00:03:40.741,,,,,,,,,,,,,,
00:03:40.628,,,,,,,,e,,,,,,
00:03:40.516,,,,,,,,,,,,,,e
00:03:40.292,,,l1,r2,,,,s,,,,,,
00:03:40.078,,,,,,,,,,,,,,
00:03:39.978,,,,,,@3,,,,,,,,
00:03:39.881,,x2,,,,,,,,,,,,
00:03:39.698,,,,,,,,,,,,,,
00:03:39.571,x2,,,,,,,,,,,,,
00:03:39.531,,,,,,,,,,,,,,
00:03:39.451,,x2,,,,,,,,,,,,
00:03:39.371,,,,,,,,,,,,,,
00:03:39.331,,,,,,,,,,,,,,
00:03:39.210,x2,,,,,,,,,,,,,
00:03:39.096,,,,,,,,,,,,,,
00:03:39.059,,,,,,,,,,,,,,
00:03:38.983,,x2,,,,,,,,,,,,
00:03:38.907,,,,,,,,,,,,,,
00:03:38.869,,,,,,,,,,,,,,
00:03:38.756,x2,,,,,,,e,,,,,,
00:03:38.642,,,,,,,,,,,,,,
00:03:38.604,,,,,,,,,,,,,,
00:03:38.528,,x2,,,,,,,,,,,,
00:03:38.453,,,,,,,,,,,,,,
00:03:38.415,,,,,,,,,,,,,,
00:03:38.301,x2,,,,,,,,,,,,,
00:03:38.187,,,,,,,,,,,,,,
00:03:38.150,,,,,,,,,,,,,,
00:03:38.074,,x2,,,,,,,,,,,,
00:03:37.998,,,,,,,,,,,,,,
00:03:37.960,,,,,,,,,,,,,,
00:03:37.846,x2,,,,,,,,,,,,,
00:03:37.733,,,,,,,,,,,,,,
00:03:37.695,,,,,,,,,,,,,,
00:03:37.619,,x2,,,,,,,,,,,,
00:03:37.543,,,,,,,,,,,,,,
00:03:37.506,,,,,,,,,,,,,,
00:03:37.392,x2,,,,,,,,,,,,,
00:03:37.278,,,,,,,,,,,,,,
00:03:37.240,,,,,,,,,,,,,,
00:03:37.165,,x2,,,,,,,,,,,,
00:03:37.089,,,,,,,,,,,,,,
00:03:37.051,,,,,,,,,,,,,,
00:03:36.937,x2,,,,,,,,,,,,,
00:03:36.824,,,,,,,,,,,,,,
00:03:36.786,,,,,,,,,,,,,,
00:03:36.710,,x2,,,,,,,,,,,,
00:03:36.634,,,,,,,,,,,,,,
00:03:36.596,,,,,,,,,,,,,,
00:03:36.483,x2,,,,,,,,,,,,,
00:03:36.369,,,,,,,,,,,,,,
00:03:36.331,,,,,,,,,,,,,,
00:03:36.256,,x2,,,,,,,,,,,,
00:03:36.180,,,,,,,,,,,,,,
00:03:36.142,,,,,,,,,,,,,,
00:03:36.028,x2,,,,,,,,,,,,,
00:03:35.915,,,,,,,,,,,,,,
00:03:35.877,,,,,,,,,,,,,,
00:03:35.801,,x2,,,,,,,,,,,,
00:03:35.725,,,,,,,,,,,,,,
00:03:35.687,,,,,,,,,,,,,,
00:03:35.574,x2,,,,,,,,,,,,,
00:03:35.422,,,,,,,,,,,,,,
00:03:35.346,,,,,,,,,,,,,,
00:03:35.271,,,,,,$^3,,,,,,,,
00:03:35.119,,x2,,,,,,s,,,,,,s
00:03:34.826,,,,,@1,,,,,,,,,
00:03:34.679,,,,,,,,,,,,,,
00:03:34.562,,,,,,,,,,,,,,
00:03:34.444,x2,,,,,,,,,,,,,
00:03:34.327,,x2,,,,,,,,,,,,
00:03:34.121,,,,,,,,,,,,,,
00:03:34.026,,,,,,,,,,,,,,
00:03:33.932,,,,,,,,,,,,,,
00:03:33.684,x2,,,,,,,,,,,,,
00:03:33.432,,,,,,,,,,,,,,
00:03:33.357,,,,,,,,,,,,,,
00:03:33.282,,,,,,,,,,,,,,
00:03:33.132,,x2,,,,,,,,,,,,
00:03:33.006,,,,,,,,,,,,,,
00:03:32.943,,,,,,,,,,,,,,
00:03:32.880,,,,,,,,,,,,,,
00:03:32.763,,,,,,,,,,,,,,
00:03:32.649,,,,,,,,,,,,,,
00:03:32.594,,,,,,,,,,,,,,
00:03:32.539,,,,,,,,,,,,,,
00:03:32.442,x2,,,,,,,,,,,,,
00:03:32.353,,,,,,,,,,,,,,
00:03:32.309,,,,,,,,,,,,,,
00:03:32.264,,,,,,,,,,,,,,
00:03:32.175,,,,,,,,,,,,,,
00:03:32.085,,,,,,,,,,,,,,
00:03:32.040,,,,,,,,,,,,,,
00:03:31.994,,,,,,,,,,,,,,
00:03:31.904,,x2,,,,,,,,,,,,
00:03:31.813,,,,,,,,,,,,,,
00:03:31.767,,,,,,,,,,,,,,
00:03:31.721,,,,,,,,,,,,,,
00:03:31.629,,,,,,,,,,,,,,
00:03:31.537,,,,,,,,,,,,,,
