00:02:45.923,,,,,,,,,,,,,,
00:02:45.781,,,,,,,,,,,,,,
00:02:45.639,,,,,,,,,,,,,,
00:02:45.497,,,,,,,,,,,,,,
00:02:45.355,,,,,,,,,,,,,,
00:02:45.214,,,,,,,,,,,,,,
00:02:45.072,,,,,,,,,,,,,,
00:02:44.930,,,,,,,,,,,,,,
00:02:44.788,,,,,,,,,,,,,,
00:02:44.646,,,,,,,,,,,,,,
00:02:44.504,,,,,,,,,,,,,,
00:02:44.363,,,,,,,,,,,,,,
00:02:44.221,,,,,,,,,,,,,,
00:02:44.079,,,,,,,,,,,,,,
00:02:43.937,,,,,,,,,,,,,,
00:02:43.795,,,,,,,,,,,,,,
00:02:43.653,,,,,,,,,,,,,,
00:02:43.512,,,,,,,w,w,w,w,,,,
00:02:43.370,,,,,,,,,,,,,,
00:02:43.228,,,,,,,,,,,,,,
00:02:43.086,,,,,,,,,,,,,,
00:02:42.944,,,,,,,,,,,,,,
00:02:42.802,,,,,,,,,,,,,,
00:02:42.660,,,,,,,,,,,,,,
00:02:42.519,,,,,,,,,,,,,,
00:02:42.377,,,,,x4,,,e,,,,,,
00:02:42.235,,,,,,,,,,,,,,
00:02:42.093,,,,,,,,,,,,,,
00:02:41.952,,,,,,,,,,,,,,
00:02:41.811,,x4,,,,,,,,,,,,
00:02:41.669,,,,,,,,,,,,,,
00:02:41.528,,,,,,,,,,,,,,
00:02:41.387,,,,,,,,,,,,,,
00:02:41.247,,,,,x4,,,,,,,,,
00:02:41.106,,,,,,,,,,,,,,
00:02:40.965,,,,,,,,,,,,,,
00:02:40.825,,,,,,,,,,,,,,
00:02:40.685,,x4,,,,,,,,,,,,
00:02:40.544,,,,,,,,,,,,,,
00:02:40.404,,,,,,,,,,,,,,
00:02:40.263,,,,,,,,,,,,,,
00:02:40.122,,,,,x4,,,,,,,,,
00:02:39.981,,,,,,,,,,,,,,
00:02:39.839,,,,,,,,,,,,,,
00:02:39.697,,,,,,,,,,,,,,
00:02:39.555,,x4,,,,,,,,,,,,
00:02:39.412,,,,,,,,,,,,,,
00:02:39.269,,,,,,,,,,,,,,
00:02:39.125,,,,,,,,,,,,,,
00:02:38.980,,,,,,,,,,e,,,,
00:02:38.835,,,,,,,,,,,,,,
00:02:38.763,,x3,,,x3,,,,,,,,,
00:02:38.690,,,,,,,,,,,,,,
00:02:38.545,,,,,,,,,,,,,,
00:02:38.400,,,,,,,,,,,,,,
00:02:38.255,,,,,,,,,,,,,,
00:02:38.110,,,,,,,,,,,,,,
00:02:37.965,,,,,,,,,,,,,,
00:02:37.821,,x3,,,x3,,,,,s,,,,
00:02:37.748,,,,,,,,,,,,,,
00:02:37.676,,,,,,,,,,,,,,
00:02:37.604,,,,,,,,,,,,,,
00:02:37.531,,,,,,,,,,,,,,
00:02:37.459,,,,,,,,,,,,,,
00:02:37.387,,,,,,,,,,,,,,
00:02:37.315,,,,,,,,,,,,,,
00:02:37.243,,,,,,,,,,,,,,
00:02:37.170,,,,,,,,,,,,,,
00:02:37.098,,,,,,,,,,,,,,
00:02:37.026,,,,,,,,,,,,,,
00:02:36.954,,x4,,,,,,,,,,,,
00:02:36.809,,,,,,,,,,,,,,
00:02:36.665,,,,,,,,,,,,,,
00:02:36.521,,,,,,,,,,,,,,
00:02:36.377,,,,,x4,,,,,,,,,
00:02:36.232,,,,,,,,,,,,,,
00:02:36.088,,,,,,,,,,,,,,
00:02:35.943,,,,,,,,,,,,,,
00:02:35.799,,x4,,,,,,,,,,,,
00:02:35.654,,,,,,,,,,,,,,
00:02:35.509,,,,,,,,,,,,,,
00:02:35.365,,,,,,,,,,,,,,
00:02:35.220,,,,,x4,,,,,,,,,
00:02:35.075,,,,,,,,,,,,,,
00:02:34.930,,,,,,,,,,,,,,
00:02:34.785,,,,,,,,,,,,,,
00:02:34.641,,x4,,,,,,,,,,,,
00:02:34.496,,,,,,,,,,,,,,
00:02:34.350,,,,,,,,,,,,,,
00:02:34.205,,,,,,,,,,,,,,
00:02:34.060,,,,,x4,,,,,,,,,
00:02:33.915,,,,,,,,,,,,,,
00:02:33.770,,,,,,,,,,,,,,
00:02:33.625,,,,,,,,,,,,,,
00:02:33.480,,x4,,,,,,,,,,,,
00:02:33.335,,,,,,,,,,,,,,
00:02:33.190,,,,,,,,,,,,,,
00:02:33.046,,,,,,,,,,,,,,
00:02:32.902,,,,,x4,,,,,,,,,
00:02:32.759,,,,,,,,,,,,,,
00:02:32.616,,,,,,,,,,,,,,
00:02:32.473,,,,,,,,,,,,,,
00:02:32.331,,x4,,,,,,,,,,,,
00:02:32.190,,,,,,,,,,,,,,
00:02:32.048,,,,,,,,,,,,,,
00:02:31.908,,,,,,,,,,,,,,
00:02:31.767,,,,,x4,,,,,,,,,
00:02:31.627,,,,,,,,,,,,,,
00:02:31.487,,,,,,,,,,,,,,
00:02:31.347,,,,,,,,,,,,,,
00:02:31.206,,x4,,,,,,,,,,,,
00:02:31.066,,,,,,,,,,,,,,
00:02:30.926,,,,,,,,,,,,,,
00:02:30.786,,,,,,,,,,,,,,
00:02:30.646,,,,,x4,,,,,,,,,
00:02:30.505,,,,,,,,,,,,,,
00:02:30.365,,,,,,,,,,,,,,
00:02:30.225,,,,,,,,,,,,,,
00:02:30.085,,x4,,,,,,,,,,,,
00:02:29.945,,,,,,,,,,,,,,
00:02:29.805,,,,,,,,,,,,,,
00:02:29.664,,,,,,,,,,,,,,
00:02:29.524,,,,,x4,,,,,,,,,
00:02:29.383,,,,,,,,,,,,,,
00:02:29.242,,,,,,,,,,,,,,
00:02:29.099,,,,,,,,,,,,,,
00:02:28.954,,x4,,,,,,,,,,,,
00:02:28.809,,,,,,,e,,,e,,,,
00:02:28.663,,,,,,,s,,,,,,,
00:02:28.516,,,,,,,,,,,,,,
00:02:28.371,,,,,x4,,,,,,,,,
