00:04:26.684,,,,,,,w,w,w,w,,,,,
00:04:26.549,,,,,,,,,,,,,,,
00:04:26.414,,,,,,,,,,,,,,,
00:04:26.279,,,,,,,,,,,,,,,
00:04:26.144,,,,,,,,,,,,,,,
00:04:26.009,,,,,,,,,,,,,,,
00:04:25.874,,,,,,,,,,,,,,,
00:04:25.739,,,,,,,,,,,,,,,
00:04:25.603,,,,,,,,,,,,,,,
00:04:25.469,,,,,,,,,,,,,,,
00:04:25.334,,,,,,,e,e,e,,,,,,
00:04:25.200,,,,,,,,,,,,,,,
00:04:25.065,,,,,@1,,,,,,,,,,
00:04:24.931,,,,,,,,,,,,,,,
00:04:24.797,,@4,,,,,,,,,,,,,
00:04:24.662,,,,,,,,,,,,,,,
00:04:24.528,,,,,,,,,,,,,,,
00:04:24.393,,,,,,,,,,,,,,,
00:04:24.259,,,,,,,,,,,,,,,
00:04:24.124,,,,,,,,,,,,,,,
00:04:23.990,,$^4,,,,,,,,,,,,,
00:04:23.856,,,,,,,,,,,,,,,
00:04:23.721,,,,,,,,,,,,,,,
00:04:23.587,,x4,,,,,,,,,,,,,
00:04:23.453,,,,,,,,,,,,,,,
00:04:23.320,,,,,,,,,,,,,,,
00:04:23.188,,x4,,,,,,,,,,,,,
00:04:23.055,,,,,,,,,,,,,,,
00:04:22.923,,,,,$^1,,,,s,,,,,,
00:04:22.790,,,,,,,,,,,,,,,
00:04:22.657,,@1,,,,,,,,,,,,,
00:04:22.523,,,,,,,,,,,,,,,
00:04:22.390,,,,,@4,<4,,,,,,,,,
00:04:22.256,,,,,,,,,,,,,,,
00:04:22.123,,,,,,,,,,,,,,,
00:04:21.989,,,,,,,,,,,,,,,
00:04:21.855,,,,,$>4,^4,,,,,,,,,
00:04:21.721,,,,,,,,,,,,,,,
00:04:21.588,,,,,,,,,,,,,,,
00:04:21.454,,,,,,,,,,,,,,,
00:04:21.320,,,,,,,,,e,,,,,,
00:04:21.186,,,,,,,,,,,,,,,
00:04:21.051,,,,,,,,,,,,,,,
00:04:20.917,,,,,,,,,,,,,,,
00:04:20.783,,$^1,,,,,,,,,,,,,
00:04:20.651,,,,,,,,,,,,,,,
00:04:20.585,,,,,,,,,,,,,,,
00:04:20.519,,,,,@1,,,,,,,,,,
00:04:20.387,,,,,,,,,,,,,,,
00:04:20.255,,,,,,,,,,,,,,,
00:04:20.121,,,,,,,,,,,,,,,
00:04:19.988,,,,,,,,,,,,,,,
00:04:19.854,,,,,,,,,,,,,,,
00:04:19.721,,,,,$^1,,,,s,,,,,,
00:04:19.588,,,,,,,,,,,,,,,
00:04:19.455,,@1,,,@1,,,,,,,,,,
00:04:19.322,,,,,,,,,,,,,,,
00:04:19.189,,,,,,,,,,,,,,,
00:04:19.056,,,,,,,,,,,,,,,
00:04:18.923,,,,,,,,,,,,,,,
00:04:18.790,,,,,,,,,,,,,,,
00:04:18.657,>1,^1,,,^1,<1,,,,,,,,,
00:04:18.523,,,,,,,,,,,,,,,
00:04:18.390,,,,,,,,,,,,,,,
00:04:18.257,,,,,,,,,,,,,,,
00:04:18.123,,,,,,,,,,,,,,,
00:04:17.990,,,,,,,,,,,,,,,
00:04:17.856,,,,,,,,,,,,,,,
00:04:17.722,,,,,,,,,,,,,,,
00:04:17.589,,,,,,,,,,,,,,,
00:04:17.455,,,,,,,,,,,,,,,
00:04:17.322,,,,,,,,,,,,,,,
00:04:17.189,^1,<1,,,>1,^1,,,,,,,,,
00:04:17.055,,,,,,,,,e,,,,,,
00:04:16.921,,,,,,,,,,,,,,,
00:04:16.786,,,,,,,,,,,,,,,
00:04:16.652,,,,,,,,,,,,,,,
00:04:16.518,,$^1,,,$^1,,,,s,,,,,,
00:04:16.385,,,,,,,,,,,,,,,
00:04:16.253,,,,,,,,,,,,,,,
00:04:16.120,,,,,,,,,,,,,,,
00:04:15.988,,@4,,,@1,,,,,,,,,,
00:04:15.855,,,,,,,,,,,,,,,
00:04:15.721,,,,,,,,,,,,,,,
00:04:15.588,,,,,,,,,,,,,,,
00:04:15.454,,$^4,,,,,,,e,,,,,,
00:04:15.321,,,,,,,,,,,,,,,
00:04:15.187,,,,,,,,,,,,,,,
00:04:15.054,,x4,,,,,,,,,,,,,
00:04:14.921,,,,,,,,,,,,,,,
00:04:14.787,,,,,,,,,,,,,,,
00:04:14.653,,x4,,,,,,,,,,,,,
00:04:14.520,,,,,,,,,,,,,,,
00:04:14.386,,,,,$^1,,,,s,,,,,,
00:04:14.253,,,,,,,,,,,,,,,
00:04:14.119,,@1,,,,,,,,,,,,,
00:04:13.985,,,,,,,,,,,,,,,
00:04:13.852,,,,,@4,,,,,,,,,,
00:04:13.719,,,,,,,,,,,,,,,
00:04:13.585,,,,,,,,,,,,,,,
00:04:13.452,,,,,,,,,,,,,,,
00:04:13.319,,,,,$^4,,,,,,,,,,
00:04:13.186,,,,,,,,,,,,,,,
00:04:13.052,,,,,,,,,,,,,,,
00:04:12.919,,,,,,,,,,,,,,,
00:04:12.786,,,,,,,,,e,,,,,,
00:04:12.652,,,,,,,,,,,,,,,
00:04:12.519,,,,,,,,,,,,,,,
00:04:12.386,,,,,,,,,,,,,,,
00:04:12.253,,,,,,,,,,,,,,,
00:04:12.119,,,,,,,,,,,,,,,
00:04:11.985,,,,,,,,,,,,,,,
00:04:11.851,,,,,,,,,,,,,,,
00:04:11.718,,$^1,,,,,,,s,,,,,,
00:04:11.585,,,,,,,,,,,,,,,
00:04:11.452,,,,,@1,,,,,,,,,,
00:04:11.319,,,,,,,,,,,,,,,
00:04:11.186,,,,,,,,,,,,,,,
00:04:11.053,,,,,,,,,,,,,,,
00:04:10.919,,,,,,,,,,,,,,,
00:04:10.785,,,,,,,,,,,,,,,
00:04:10.651,,,,,,,,,,,,,,,
00:04:10.518,,,,,,,,,,,,,,,
00:04:10.385,,,,,,,,,,,,,,,
00:04:10.252,,,,,,,,,,,,,,,
00:04:10.120,,,,,,,,,,,,,,,
00:04:09.986,,,,,,,,,,,,,,,
00:04:09.852,,@4,,,,,,,,,,,,,
00:04:09.718,,,,,,,,,,,,,,,
00:04:09.585,,,,,,,,,,,,,,,
00:04:09.451,,,,,,,,,,,,,,,
00:04:09.318,,,,,,,,,,,,,,,
00:04:09.185,,,,,,,,,,,,,,,
00:04:09.051,,$^4,,,,,,,,,,,,,
00:04:08.918,,,,,,,,,,,,,,,
00:04:08.785,,,,,,,,,,,,,,,
00:04:08.651,,,,,,,,,,,,,,,
00:04:08.518,,,,,,,,,e,,,,,,
00:04:08.385,,,,,,,,,,,,,,,
00:04:08.251,,,,,,,,,,,,,,,
00:04:08.118,,,,,,,,,,,,,,,
00:04:07.985,,,,,,,,,,,,,,,
00:04:07.851,,,,,,,,,,,,,,,
00:04:07.718,,,,,,,,,,,,,,,
00:04:07.584,,,,,,,,,,,,,,,
00:04:07.451,,,,,$^1,,,,s,,,,,,
00:04:07.318,,,,,,,,,,,,,,,
00:04:07.184,,@1,,,,,,,,,,,,,
00:04:07.051,,,,,,,,,,,,,,,
00:04:06.918,,,,,,,,,,,,,,,
00:04:06.785,,,,,,,,,,,,,,,
00:04:06.651,,,,,,,,,,,,,,,
00:04:06.518,,,,,,,,,,,,,,,
00:04:06.384,>1,^1,,,,,,,,,,,,,
00:04:06.250,,,,,,,,,,,,,,,
00:04:06.116,,,,,,,,,,,,,,,
00:04:05.983,,,,,,,,,,,,,,,
00:04:05.849,,,,,,,,,,,,,,,
00:04:05.716,,,,,,,,,,,,,,,
00:04:05.583,,,,,,,,,,,,,,,
00:04:05.450,,,,,,,,,,,,,,,
00:04:05.317,,,,,,,,,,,,,,,
00:04:05.183,,,,,,,,,,,,,,,
00:04:05.050,,,,,,,,,,,,,,,
00:04:04.917,,,,,,,,,,,,,,,
00:04:04.783,,,,,,,,,,,,,,,
00:04:04.650,,,,,,,,,,,,,,,
00:04:04.516,,,,,,,,,,,,,,,
00:04:04.382,,,,,,,,,,,,,,,
00:04:04.249,^1,<1,,,,,,,e,,,,,,
00:04:04.115,,,,,,,,,,,,,,,
00:04:03.982,,,,,,,,,,,,,,,
00:04:03.849,,,,,,,,,,,,,,,
00:04:03.715,,,,,,,,,,,,,,,
00:04:03.582,,,,,,,,,,,,,,,
00:04:03.448,,,,,,,,,,,,,,,
00:04:03.314,,,,,,,,,,,,,,,
00:04:03.181,,$^1,,,,,,,s,,,,,,
00:04:03.048,,,,,,,,,,,,,,,
00:04:02.914,,,,,,@1,,,,,,,,,
00:04:02.781,,,,,,,,,,,,,,,
00:04:02.647,,x4,,,,,,,,,,,,,
00:04:02.515,,,,,,,,,,,,,,,
00:04:02.382,,,,,,,,,,,,,,,
00:04:02.249,,x4,,,,,,,,,,,,,
00:04:02.116,,,,,,,,,,,,,,,
00:04:01.981,,,,,,,,,,,,,,,
00:04:01.847,,x4,,,,,,,,,,,,,
00:04:01.712,,,,,,,,,,,,,,,
00:04:01.578,,x4,,,,,,,,,,,,,
00:04:01.445,,,,,,,,,,,,,,,
00:04:01.313,,,,,,,,,,,,,,,
