00:03:35.337,,,,,,,,,,,,,,,
00:03:35.196,,,,,,,,,,,,,,,
00:03:35.056,,,,,,,,,,,,,,,
00:03:34.916,,,,,,,,,,,,,,,
00:03:34.776,,,,,,,,,,,,,,,
00:03:34.636,,,,,,,,,,,,,,,
00:03:34.495,,,,,,,,,,,,,,,
00:03:34.355,,,,,,,,,,,,,,,
00:03:34.215,,,,,,,,,,,,,,,
00:03:34.075,,,,,,,,,,,,,,,
00:03:33.935,,,,,,,,,,,,,,,
00:03:33.795,,,,,,,,,,,,,,,
00:03:33.654,,,,,,,,,,,,,,,
00:03:33.514,,,,,,,,,,,,,,,
00:03:33.374,,,,,,,,,,,,,,,
00:03:33.234,,,,,,,,,,,,,,,
00:03:33.094,,,,,,,,,,,,,,,
00:03:32.953,,,,,,,,,,,,,,,
00:03:32.813,,,,,,,,,,,,,,,
00:03:32.673,,,,,,,,,,,,,,,
00:03:32.533,,,,,,,,,,,,,,,
00:03:32.393,,,,,,,,,,,,,,,
00:03:32.252,,,,,,,,,,,,,,,
00:03:32.112,,,,,,,,,,,,,,,
00:03:31.972,,,,,,,,,,,,,,,
00:03:31.832,,,,,,,,,,,,,,,
00:03:31.692,,,,,,,,,,,,,,,
00:03:31.552,,,,,,,,,,,,,,,
00:03:31.411,,,,,,,,,,,,,,,
00:03:31.271,,,,,,,,,,,,,,,
00:03:31.131,,,,,,,,,,,,,,,
00:03:30.991,,,,,,,,,,,,,,,
00:03:30.851,,,,,,,,,,,,,,,
00:03:30.710,,,,,,,w,w,w,w,,,,,
00:03:30.570,,,,,,,,,,,,,,,
00:03:30.430,,,,,,,,,,,,,,,
00:03:30.290,,,,,,,,,,,,,,,
00:03:30.150,,,,,,,,,,,,,,,
00:03:30.010,,,,,,,,,,,,,,,
00:03:29.869,,,,,,,,,,,,,,,
00:03:29.729,,,,,,,,,,,,,,,
00:03:29.589,,,,,,,,,,,,,,,
00:03:29.451,,,,,,,,,,,,,,,
00:03:29.312,,,,,,,,,,,,,,,
00:03:29.174,,,,,,,,,,,,,,,
00:03:29.036,,,,,,,,,,,,,,,
00:03:28.894,,,,,,,,,,,,,,,
00:03:28.751,,,,,,,,,,,,,,,
00:03:28.609,,,,,,,,,,,,,,,
00:03:28.467,,,,,,,,,,e,,,,e,
00:03:28.323,,,,,,,,,,,,,,,
00:03:28.180,,,@3,,,,,,,,,,,,
00:03:28.036,,,,,,,,,,,,,,,
00:03:27.892,,,,x3,,,,,,,,,,,
00:03:27.742,,,,,,,,,,,,,,,
00:03:27.592,,,,,,,,,,,,,,,
00:03:27.442,,,,,,,,,,,,,,,
00:03:27.291,,,,,,,,,,,,,,,
00:03:27.133,,,,,,,,,,,,,,,
00:03:26.974,,,,x3,,,,,,,,,,,
00:03:26.816,,,,,,,,,,,,,,,
00:03:26.658,,,,,,,,,,,,,,,
