00:03:09.865,,,,,,,,,,,,,,,
00:03:09.730,,,,,,,,,,,,,,,
00:03:09.595,,,,,,,,,,,,,,,
00:03:09.460,,,,,,,,,,,,,,,
00:03:09.325,,,,,,,,,,,,,,,
00:03:09.190,,,,,,,,,,,,,,,
00:03:09.055,,,,,,,,,,,,,,,
00:03:08.920,,,,,,,,,,,,,,,
00:03:08.785,,,,,,,,,,,,,,,
00:03:08.650,,,,,,,,,,,,,,,
00:03:08.515,,,,,,,,,,,,,,,
00:03:08.380,,,,,,,,,,,,,,,
00:03:08.245,,,,,,,,,,,,,,,
00:03:08.110,,,,,,,,,,,,,,,
00:03:07.975,,,,,,,,,,,,,,,
00:03:07.840,,,,,,,,,,,,,,,
00:03:07.705,,,,,,,,,,,,,,,
00:03:07.570,,,,,,,,,,,,,,,
00:03:07.435,,,,,,,,,,,,,,,
00:03:07.300,,,,,,,,,,,,,,,
00:03:07.165,,,,,,,,,,,,,,,
00:03:07.030,,,,,,,,,,,,,,,
00:03:06.895,,,,,,,,,,,,,,,
00:03:06.760,,,,,,,,,,,,,,,
00:03:06.625,,,,,,,,,,,,,,,
00:03:06.490,,,,,,,,,,,,,,,
00:03:06.355,,,,,,,,,,,,,,,
00:03:06.220,,,,,,,,,,,,,,,
00:03:06.085,,,,,,,,,,,,,,,
00:03:05.950,,,,,,,,,,,,,,,
00:03:05.815,,,,,,,,,,,,,,,
00:03:05.680,,,,,,,,,,,,,,,
00:03:05.545,,,,,,,,,,,,,,,
00:03:05.410,,,,,,,,,,,,,,,
00:03:05.275,,,,,,,,,,,,,,,
00:03:05.140,,,,,,,,,,,,,,,
00:03:05.005,,,,,,,,,,,,,,,
00:03:04.870,,,,,,,,,,,,,,,
00:03:04.735,,,,,,,,,,,,,,,
00:03:04.600,,,,,,,,,,,,,,,
00:03:04.465,,,,,,,,,,,,,,,
00:03:04.330,,,,,,,,,,,,,,,
00:03:04.195,,,,,,,,,,,,,,,
00:03:04.060,,,,,,,,,,,,,,,
00:03:03.925,,,,,,,,,,,,,,,
00:03:03.790,,,,,,,,,,,,,,,
00:03:03.655,,,,,,,,,,,,,,,
00:03:03.520,,,,,,,,,,,,,,,
00:03:03.385,,,,,,,,,,,,,,,
00:03:03.250,,,,,,,,,,,,,,,
00:03:03.115,,,,,,,,,,,,,,,
00:03:02.980,,,,,,,,,,,,,,,
00:03:02.845,,,,,,,,,,,,,,,
00:03:02.710,,,,,,,,,,,,,,,
00:03:02.575,,,,,,,,,,,,,,,
00:03:02.440,,,,,,,,,,,,,,,
00:03:02.305,,,,,,,,,,,,,,,
00:03:02.170,,,,,,,,,,,,,,,
00:03:02.035,,,,,,,,,,,,,,,
00:03:01.900,,,,,,,,,,,,,,,
00:03:01.765,,,,,,,,,,,,,,,
00:03:01.630,,,,,,,,,,,,,,,
00:03:01.495,,,,,,,,,,,,,,,
00:03:01.360,,,,,,,,,,,,,,,
00:03:01.225,,,,,,,,,,,,,,,
00:03:01.090,,,,,,,,,,,,,,,
00:03:00.955,,,,,,,,,,,,,,,
00:03:00.820,,,,,,,,,,,,,,,
00:03:00.685,,,,,,,,,,,,,,,
00:03:00.550,,,,,,,,,,,,,,,
00:03:00.415,,,,,,,,,,,,,,,
00:03:00.280,,,,,,,,,,,,,,,
00:03:00.145,,,,,,,,,,,,,,,
00:03:00.010,,,,,,,,,,,,,,,
00:02:59.875,,,,,,,,,,,,,,,
00:02:59.740,,,,,,,,,,,,,,,
00:02:59.605,,,,,,,,,,,,,,,
00:02:59.470,,,,,,,,,,,,,,,
00:02:59.335,,,,,,,,,,,,,,,
00:02:59.200,,,,,,,,,,,,,,,
00:02:59.065,,,,,,,,,,,,,,,
00:02:58.930,,,,,,,,,,,,,,,
00:02:58.795,,,,,,,,,,,,,,,
